Output for logistic map f(x)=ax(1-x) with a=3.56996 and x0=0.4


iteration	value
1864		0.348384
1865		0.810425
1866		0.548475
1867		0.884101
1868		0.365801
1869		0.828197
1870		0.507958
1871		0.892264
1872		0.343177
1873		0.804692
1874		0.561064
1875		0.879178
1876		0.379215
1877		0.840408
1878		0.478812
1879		0.890887
1880		0.347026
1881		0.808949
1882		0.551739
1883		0.882933
1884		0.368999
1885		0.831225
1886		0.500830
1887		0.892487
1888		0.342551
1889		0.803990
1890		0.562591
1891		0.878504
1892		0.381039
1893		0.841968
1894		0.475010
1895		0.890260
1896		0.348774
1897		0.810847
1898		0.547540
1899		0.884422
1900		0.364921
1901		0.827351
1902		0.509937
1903		0.892137
1904		0.343531
1905		0.805088
1906		0.560202
1907		0.879551
1908		0.378204
1909		0.839532
1910		0.480937
1911		0.891192
1912		0.346173
1913		0.808015
1914		0.553796
1915		0.882158
1916		0.371115
1917		0.833188
1918		0.496173
1919		0.892437
1920		0.342690
1921		0.804147
1922		0.562250
1923		0.878656
1924		0.380628
1925		0.841619
1926		0.475862
1927		0.890410
1928		0.348357
1929		0.810397
1930		0.548538
1931		0.884079
1932		0.365861
1933		0.828254
1934		0.507823
1935		0.892271
1936		0.343156
1937		0.804669
1938		0.561115
1939		0.879156
1940		0.379276
1941		0.840460
1942		0.478685
1943		0.890868
1944		0.347080
1945		0.809008
1946		0.551609
1947		0.882981
1948		0.368868
1949		0.831102
1950		0.501121
1951		0.892485
1952		0.342557
1953		0.803996
1954		0.562577
1955		0.878510
1956		0.381022
1957		0.841954
1958		0.475045
1959		0.890267
1960		0.348756
1961		0.810828
1962		0.547581
1963		0.884408
1964		0.364960
1965		0.827388
1966		0.509850
1967		0.892143
1968		0.343514
1969		0.805069
1970		0.560243
1971		0.879533
1972		0.378253
1973		0.839575
1974		0.480835
1975		0.891178
1976		0.346212
1977		0.808058
1978		0.553701
1979		0.882195
1980		0.371016
1981		0.833097
1982		0.496390
1983		0.892443
1984		0.342674
1985		0.804128
1986		0.562290
1987		0.878638
1988		0.380675
1989		0.841659
1990		0.475764
1991		0.890393
1992		0.348405
1993		0.810448
1994		0.548425
1995		0.884118
1996		0.365753
1997		0.828151
1998		0.508065
1999		0.892258
2000		0.343194
